FileName,LayerName,Group,Source,Categorical
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmax_1971_2000_04.img,Average April Max. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmax_1971_2000_05.img,Average May Max. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmax_1971_2000_06.img,Average June Max. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmax_1971_2000_07.img,Average July Max. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmax_1971_2000_08.img,Average Aug. Max. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmax_1971_2000_09.img,Average Sept. Max. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmax_1971_2000_10.img,Average Oct. Max. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmax_1971_2000_11.img,Average Nov. Max. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmax_1971_2000_12.img,Average Dec. Max. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmin_1971_2000_01.img,Average Jan. Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmin_1971_2000_02.img,Average Feb. Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmin_1971_2000_03.img,Average March Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmin_1971_2000_04.img,Average April Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmin_1971_2000_05.img,Average May Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmin_1971_2000_06.img,Average June Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmin_1971_2000_07.img,Average July Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmin_1971_2000_08.img,Average Aug. Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmin_1971_2000_09.img,Average Sept. Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmin_1971_2000_10.img,Average Oct. Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmin_1971_2000_11.img,Average Nov. Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\Input_1971_2000\tmin_1971_2000_12.img,Average Dec. Min. Temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_01_1971_2000.img,Annual mean temperature,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_02_1971_2000.img,Mean diurnal range,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_03_1971_2000.img,Isothermality,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_04_1971_2000.img,Temperature seasonality,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_05_1971_2000.img,Max. temperature of warmest month,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_06_1971_2000.img,Min. temperature of coldest month,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_07_1971_2000.img,Temperature annual range,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_08_1971_2000.img,Mean temperature of wettest quarter,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_09_1971_2000.img,Mean temperature of driest quarter,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_10_1971_2000.img,Mean temperature of warmest quarter,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_11_1971_2000.img,Mean temperature of coldest quarter,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_12_1971_2000.img,Annual precipitation,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_13_1971_2000.img,Precipitation of wettest month,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_14_1971_2000.img,Precipitation of driest month,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_15_1971_2000.img,Precipitation seasonality,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_16_1971_2000.img,Precipitation of wettest quarter,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_17_1971_2000.img,Precipitation of driest quarter,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_18_1971_2000.img,Precipitiation of warmest quarter,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Climate\PRISM\OregonStateUniversity_Normal_1971_2000_800m\BioClim_1971_2000\bio_19_1971_2000.img,Precipitation of coldest quarter,Climate,"PRISM (1971-2000) Normals, 800 m.",N
K:\GIS_LIBRARY\Veg_LandCover\MODIS\LatLon.NA.2001.bare.tif,VCF Bare Landcover,Remote Sensing,MODIS / GLCF North America (2001) .5 km,N
K:\GIS_LIBRARY\Veg_LandCover\MODIS\LatLon.NA.2001.herbaceous.tif,VCF Herbaceous Landcover,Remote Sensing,MODIS / GLCF North America (2001) .5 km,N
K:\GIS_LIBRARY\Veg_LandCover\MODIS\LatLon.NA.2001.tree.tif,VCF Tree Landcover,Remote Sensing,MODIS / GLCF North America (2001) .5 km,N
K:\GIS_LIBRARY\Veg_LandCover\MODIS\LatLon.SA.2001.bare.tif,VCF Bare Landcover,Remote Sensing,MODIS / GLCF South America (2001) .5 km,N
K:\GIS_LIBRARY\Veg_LandCover\MODIS\LatLon.SA.2001.herbaceous.tif,VCF Herbaceous Landcover,Remote Sensing,MODIS / GLCF South America (2001) .5 km,N
K:\GIS_LIBRARY\Veg_LandCover\MODIS\LatLon.SA.2001.tree.tif,VCF Tree Landcover,Remote Sensing,MODIS / GLCF South America (2001) .5 km,N
K:\GIS_LIBRARY\Elevation\EDNA\dem\dem,DEM,Elevation / Topography,"EDNA Continental US, 30 m.",N
K:\GIS_LIBRARY\Elevation\EDNA\aspect\aspect,DEM Derivative: Aspect,Elevation / Topography,"EDNA Continental US, 30 m.",N
K:\GIS_LIBRARY\Elevation\EDNA\slopedeg\slopedeg,DEM Derivative: Slope in Degrees,Elevation / Topography,"EDNA Continental US, 30 m.",N
K:\GIS_LIBRARY\Elevation\EDNA\facc\facc,DEM Derivative: Flow Accumulation,Hydrology,"EDNA Continental US, 30 m.",N
K:\GIS_LIBRARY\Elevation\EDNA\fdir\fdir,DEM Derivative: Flow Direction,Hydrology,"EDNA Continental US, 30 m.",N
K:\GIS_LIBRARY\Elevation\EDNA\cti\cti,DEM Derivative: CTI/Steady State Wetness,Hydrology,"EDNA Continental US, 30 m.",N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes1\NDVI_amplitudes1_2000.tif,amplitudes1_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes1\NDVI_amplitudes1_2001.tif,amplitudes1_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes1\NDVI_amplitudes1_2002.tif,amplitudes1_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes1\NDVI_amplitudes1_2003.tif,amplitudes1_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes1\NDVI_amplitudes1_2004.tif,amplitudes1_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes1\NDVI_amplitudes1_2005.tif,amplitudes1_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes1\NDVI_amplitudes1_2006.tif,amplitudes1_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes1\NDVI_amplitudes1_2007.tif,amplitudes1_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes1\NDVI_amplitudes1_2008.tif,amplitudes1_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes1\NDVI_amplitudes1_2009.tif,amplitudes1_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes1\NDVI_amplitudes1_Average.tif,amplitudes1_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes2\NDVI_amplitudes2_2000.tif,amplitudes2_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes2\NDVI_amplitudes2_2001.tif,amplitudes2_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes2\NDVI_amplitudes2_2002.tif,amplitudes2_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes2\NDVI_amplitudes2_2003.tif,amplitudes2_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes2\NDVI_amplitudes2_2004.tif,amplitudes2_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes2\NDVI_amplitudes2_2005.tif,amplitudes2_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes2\NDVI_amplitudes2_2006.tif,amplitudes2_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes2\NDVI_amplitudes2_2007.tif,amplitudes2_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes2\NDVI_amplitudes2_2008.tif,amplitudes2_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes2\NDVI_amplitudes2_2009.tif,amplitudes2_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\amplitudes2\NDVI_amplitudes2_Average.tif,amplitudes2_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMaximumValue\NDVI_annualMaximumValue_2000.tif,annualMaximumValue_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMaximumValue\NDVI_annualMaximumValue_2001.tif,annualMaximumValue_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMaximumValue\NDVI_annualMaximumValue_2002.tif,annualMaximumValue_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMaximumValue\NDVI_annualMaximumValue_2003.tif,annualMaximumValue_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMaximumValue\NDVI_annualMaximumValue_2004.tif,annualMaximumValue_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMaximumValue\NDVI_annualMaximumValue_2005.tif,annualMaximumValue_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMaximumValue\NDVI_annualMaximumValue_2006.tif,annualMaximumValue_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMaximumValue\NDVI_annualMaximumValue_2007.tif,annualMaximumValue_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMaximumValue\NDVI_annualMaximumValue_2008.tif,annualMaximumValue_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMaximumValue\NDVI_annualMaximumValue_2009.tif,annualMaximumValue_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMaximumValue\NDVI_annualMaximumValue_Average.tif,annualMaximumValue_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMeanValue\NDVI_annualMeanValue_2000.tif,annualMeanValue_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMeanValue\NDVI_annualMeanValue_2001.tif,annualMeanValue_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMeanValue\NDVI_annualMeanValue_2002.tif,annualMeanValue_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMeanValue\NDVI_annualMeanValue_2003.tif,annualMeanValue_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMeanValue\NDVI_annualMeanValue_2004.tif,annualMeanValue_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMeanValue\NDVI_annualMeanValue_2005.tif,annualMeanValue_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMeanValue\NDVI_annualMeanValue_2006.tif,annualMeanValue_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMeanValue\NDVI_annualMeanValue_2007.tif,annualMeanValue_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMeanValue\NDVI_annualMeanValue_2008.tif,annualMeanValue_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMeanValue\NDVI_annualMeanValue_2009.tif,annualMeanValue_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMeanValue\NDVI_annualMeanValue_Average.tif,annualMeanValue_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMinimumValue\NDVI_annualMinimumValue_2000.tif,annualMinimumValue_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMinimumValue\NDVI_annualMinimumValue_2001.tif,annualMinimumValue_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMinimumValue\NDVI_annualMinimumValue_2002.tif,annualMinimumValue_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMinimumValue\NDVI_annualMinimumValue_2003.tif,annualMinimumValue_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMinimumValue\NDVI_annualMinimumValue_2004.tif,annualMinimumValue_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMinimumValue\NDVI_annualMinimumValue_2005.tif,annualMinimumValue_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMinimumValue\NDVI_annualMinimumValue_2006.tif,annualMinimumValue_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMinimumValue\NDVI_annualMinimumValue_2007.tif,annualMinimumValue_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMinimumValue\NDVI_annualMinimumValue_2008.tif,annualMinimumValue_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMinimumValue\NDVI_annualMinimumValue_2009.tif,annualMinimumValue_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\annualMinimumValue\NDVI_annualMinimumValue_Average.tif,annualMinimumValue_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels1\NDVI_baselevels1_2000.tif,baselevels1_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels1\NDVI_baselevels1_2001.tif,baselevels1_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels1\NDVI_baselevels1_2002.tif,baselevels1_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels1\NDVI_baselevels1_2003.tif,baselevels1_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels1\NDVI_baselevels1_2004.tif,baselevels1_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels1\NDVI_baselevels1_2005.tif,baselevels1_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels1\NDVI_baselevels1_2006.tif,baselevels1_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels1\NDVI_baselevels1_2007.tif,baselevels1_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels1\NDVI_baselevels1_2008.tif,baselevels1_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels1\NDVI_baselevels1_2009.tif,baselevels1_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels1\NDVI_baselevels1_Average.tif,baselevels1_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels2\NDVI_baselevels2_2000.tif,baselevels2_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels2\NDVI_baselevels2_2001.tif,baselevels2_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels2\NDVI_baselevels2_2002.tif,baselevels2_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels2\NDVI_baselevels2_2003.tif,baselevels2_2003,MODIS Phenology,NDVI (230 m),N
